ordering,sample,i,x1,x2,x3,x4,x5
2,6,0,1.1170236149304826e-08,2.8392868587522784e-09,-0.002803088112166792,0.00012690024929394225,0.012348230045333407
2,7,0,-0.012010496185381343,-0.00010776405974253182,0.01210187234576164,0.00012878049846572892,-0.00349753553481031
2,8,0,-0.01067457225996874,-0.010600417873911435,-0.004361073303565895,0.0001249073648313304,0.012332448193382663
2,9,0,9.088780844749352e-08,-6.509768830656123e-09,3.898784772473794e-08,-0.003753193659280989,0.012392087028837108
3,0,0,-0.01595424443612131,-0.011037504513057007,-0.010800216331752746,-0.0032143991031822468,0.012428166199590838
3,1,0,-0.01550879755572593,-0.009468366642953845,-0.004724885894615515,0.00012488299558714567,0.012245418458270235
3,2,0,-0.015905179545017495,1.4387489962049919e-08,-0.0024419534874051962,0.00012469376006955205,0.012286339601363987
3,3,0,-0.01678775129462894,-0.012480940506508458,-0.010894549809741643,-0.0042669466813408975,0.01249423521805094
3,4,0,1.268102911807428e-08,-0.009965050975471712,-0.002639320936518391,-0.010067852281009562,0.012010932773327071
3,5,0,-0.0148455253159395,-0.014521826312476033,4.3164824269419316e-08,-0.0032822525627985957,0.012571108564426068
3,6,0,-0.01000871099541537,-0.011874110696088467,4.560017254372678e-08,-0.003427858384930215,0.01244315045155205
3,7,0,-0.009460856862344439,-8.30941612597346e-08,1.864354098691037e-08,-0.0017377948752061308,0.012149002477407394
3,8,0,1.5490147174467657e-08,-0.0169114321996978,-0.01056755915994951,-0.0035900931007124197,0.012001475865765799
3,9,0,-0.011029550653166183,-0.010623187356318686,-0.010389648068588074,-0.0037791336950130164,0.012179966849966034
4,0,0,-0.0001036380166019801,1.087286805170418e-08,-0.003467497098306089,0.00012566962464575831,0.012117065471349253
4,1,0,-0.011755493902021543,-0.014518465649930357,-0.003220378211231202,-0.010864650624919588,0.012318282381692934
4,2,0,-0.009455148053899886,1.2376929343564755e-08,-0.004269210980885344,0.00012412280820007295,0.012170095905717462
4,3,0,1.3995554387085545e-08,6.184851938795667e-09,0.012219266645239021,0.000124971805948749,-0.0031270535018575914
4,4,0,-0.0106611177447337,-0.014785126518469065,-0.0038500149762200103,-0.009265192937466747,0.012145782030638924
4,5,0,1.0586157493868516e-08,-0.016871846783656577,-0.005037475813525767,-0.010602979387212672,0.012219145771839492
4,6,0,-8.945434907524114e-09,-6.872119251981362e-08,1.665617148305582e-08,-0.003541908311226572,0.012159061580324758
4,7,0,-0.0098680902937544,-0.010787734288425036,-0.011269156840895652,-0.004225717966240404,0.012429662043852216
4,8,0,-0.009415292072051157,-0.014525922748206372,0.012863293522705441,0.0001248122260181868,-0.003348056509180377
4,9,0,-4.7184058925281566e-08,-2.0274510749082597e-08,1.8694807918236904e-08,0.012411490702275013,-0.002497357077541982
5,0,0,-0.01615336991314497,1.3988153122317386e-08,-0.00348158441515193,-0.011216231571650704,0.01249667483177551
5,1,0,-0.012301525480758217,3.29895986934321e-08,5.0135057023942406e-08,0.012448245425126434,-0.005070295995434109
5,2,0,-0.010444946802125543,1.7848222420331497e-08,-0.0041882208186129095,-0.010602895092847238,0.012044996007781526
5,3,0,-0.009058774475056833,-0.010974750808761523,5.7118509141163086e-08,0.012649420234361901,-0.004715890130488287
5,4,0,1.2055202971973883e-08,-9.972195097160915e-05,0.012093399468901355,0.00012230939075135908,-0.005089266451864815
5,5,0,-0.01047101041326446,-0.01174224957564565,-0.011028109195094052,-0.003311378047019208,0.012524492715305155
5,6,0,-0.010135772571553446,1.8166613034836777e-08,-0.010297503030393722,-0.0048173266208008,0.012310914656678298
5,7,0,-0.011787527200656555,-0.009776934158016226,-0.011200726485379073,-0.003996346596419124,0.01200744532977335
5,8,0,2.0338372326716178e-08,-0.009811908775145994,-0.002644741402109893,-0.011446033549963566,0.012374324213895189
5,9,0,-0.012607121344573608,-0.011135256594251672,3.772994736219804e-08,0.012476817917515433,-0.0034541432168221538
6,0,0,1.155599795959046e-08,-0.011308939636937907,0.012014576328746997,0.0001237277079344479,-0.0033132144573991412
6,1,0,-4.82446729822703e-08,-0.013528687066158833,1.490540586797888e-08,-0.004691203650997067,0.012406628145012494
6,2,0,-9.550171967983697e-05,-0.01379211485785705,0.01260523009946254,0.00012066990985529688,-0.003945790238144675
6,3,0,-0.01624065872254125,-0.010998093494184775,-0.00422564486425632,-0.009008249061415065,0.012326696628556495
6,4,0,-1.2141633591545783e-09,-0.011099880833462786,3.022437641988742e-08,-0.0019949918475447234,0.012428025045579378
6,5,0,-0.00011438270865685485,-0.011470556827004099,0.012501958554633758,0.00012566780229377738,-0.004421698526736916
6,6,0,-0.01081104265529509,1.1724662412986291e-08,3.369114471353404e-08,0.012905197191797646,-0.005491133545468965
6,7,0,1.2845088951406235e-08,1.2727176548033925e-09,3.103207193306119e-08,0.012477177422668361,-0.0039753751098082525
6,8,0,-0.011418497798137667,-0.0169882052062292,-0.009956737079477019,-0.003605210380091175,0.011931835515504557
6,9,0,1.504661291995736e-08,2.2457616732079338e-08,1.6643338375547576e-08,-0.0024543125915458854,0.011928828776941564
7,0,0,-9.99278166544899e-05,1.1213269278549914e-08,0.012284816349208642,0.00012438229108088696,-0.0041609832267239105
7,1,0,-0.015721498374891434,-0.012987062582279826,1.7292145492947357e-08,0.012616246484374889,-0.0038542877890796645
7,2,0,-0.010165250646549547,-0.010855310251389676,-0.01088014585204505,-0.0031299454569826304,0.012340297170205555
7,3,0,-0.00011830494405652284,-0.00010286140839956825,0.012440890615003046,0.00012708056907100758,-0.004465101306473599
7,4,0,-0.011577994753484436,1.1571268185958021e-08,-0.011157379330511537,-0.0032085545912837496,0.012248540951578358
7,5,0,2.7565029898877764e-09,1.2007652625880552e-08,6.217198712418195e-08,-0.004343746010501064,0.012207584844223894
7,6,0,-0.015068605690322888,1.2829750921413276e-08,1.682133371650748e-08,-0.004051885471490879,0.01215327530515542
7,7,0,-0.014855221894686264,-0.01022834230275366,0.01243686407021295,0.0001231428478487874,-0.004358376865028324
7,8,0,-0.00011473763971325631,-0.00010200673104279414,-0.004193598842914752,0.00012368513454385862,0.01192489766081655
7,9,0,4.297833831668808e-09,8.590392831022428e-09,-0.009653129572487252,-0.003970148181000721,0.012295173418516518
8,0,0,-0.010729148392564397,1.3689005262798115e-08,6.055578677359458e-08,-0.0032686152610729297,0.012338596483497053
8,1,0,1.0230886426305691e-08,-9.187739598819626e-08,2.266669880341066e-08,0.012688225827757084,-0.006421156556327599
8,2,0,-0.014916218332941964,-0.009980084532098907,-0.0029558601447962525,-0.010561083281309332,0.01238202080241303
8,3,0,-0.01122360843855322,-0.010120897017389231,-0.004173817362799433,-0.0102570834664032,0.01237901665838898
8,4,0,-0.011203216539195334,-0.011038153964931881,0.012628268469349642,0.00012801731418550722,-0.003954287011919952
8,5,0,-0.01684712351574771,8.764265162749857e-09,-0.010948118058170732,-0.0032509740740556963,0.011855455054749778
8,6,0,1.4175936983240676e-08,-0.010898797173007324,2.4434738390264233e-08,0.01220133371777445,-0.003440656216735477
8,7,0,1.3854294894240205e-08,-0.01035829576731176,-0.003897230697439979,0.0001224587067937791,0.012565154312636311
8,8,0,1.8656997838469545e-09,1.1968673561810932e-08,5.0775969617853755e-08,0.012727718243174632,-0.0028329024198598986
8,9,0,-0.01130527722599335,-0.010304115138543832,-0.004956259996478401,-0.0104606501809302,0.012303067711172948
9,0,0,1.1376202752479798e-08,-0.010099605520956439,-0.010688768126136164,-0.005316954885642721,0.012130520790480364
9,1,0,-0.010294407187650992,-0.010110538846411572,2.830007043886116e-08,-0.004216064086039424,0.012384278641360503
9,2,0,-0.015948853074835043,-2.9105411503848764e-08,2.3782846469963862e-08,0.012757007288238031,-0.003472660289840779
9,3,0,-0.014585377045499743,-0.016186301934890217,4.70574108067483e-08,-0.0031913949030808395,0.012345051103062941
9,4,0,-0.009876081041652942,1.2436017044334315e-08,-0.004034694642809339,-0.01206189324142199,0.012153669133053557
9,5,0,-0.01508402191256875,1.5841880657396887e-08,0.01221232908917478,0.00012534738303867884,-0.004640494037316808
9,6,0,-0.00010705371243013243,-0.010771332430612382,-0.003987531708107735,0.00012354575366601872,0.012096000560192121
9,7,0,-0.01673436543686387,-0.01598233029238072,-0.004343501506624291,0.00012185609097182943,0.012718294567120047
9,8,0,1.694238515385476e-08,-0.012535123986085608,3.139661711690933e-08,-0.002368837029699717,0.012204355417458547
9,9,0,-0.015245812058556178,-0.009494462210144989,3.551192712864025e-09,-0.003945949523557934,0.012194177889050865
